slide_submitter_id	LCC CAFs clusters	LCC T cells clusters	LCC endothelial cells clusters	LCC tumor purity clusters
TCGA-D3-A3CB-06A-01-TSA	0.3815028901734104	0.5347368421052632	0.5956937799043063	0.5046296296296297
TCGA-D3-A3CC-06A-01-TSA	0.48863636363636365	0.2608695652173913	0.45454545454545453	0.3563218390804598
TCGA-D3-A3CE-06A-01-TSA	0.4322033898305085	0.410752688172043	0.4598698481561822	0.5075862068965518
TCGA-D3-A3CF-06A-01-TS1	0.4948453608247423	0.5117739403453689	0.5687885010266941	0.4671916010498688
TCGA-D3-A3ML-06A-01-TSA	0.5	0.4	0.3333333333333333	0.9957081545064378
TCGA-D3-A3MO-06A-01-TSA	0.3448275862068966	0.6666666666666666	0.3018867924528302	0.504
TCGA-D3-A3MR-06A-01-TSA	0.48717948717948717	0.36	0.4265402843601896	0.2830188679245283
TCGA-D3-A3MU-06A-01-TSA	0.49612403100775193	0.22666666666666666	0.49754901960784315	0.42857142857142855
TCGA-D3-A3MV-06A-01-TSA	0.9937888198757764	0.45098039215686275	0.8933333333333333	0.45662100456621
TCGA-D3-A51E-06A-01-TSA	0.6311300639658849	0.44503311258278144	0.8886925795053003	0.9519807923169268
TCGA-D3-A51G-06A-01-TS1	0.505531914893617	0.5089877010406811	0.5007739938080495	0.26037735849056604
TCGA-D3-A51H-06A-01-TS1	0.3710879284649776	0.44432194046306506	0.9909182643794148	0.2463768115942029
TCGA-D3-A51J-06A-01-TS1	0.5393258426966292	0.9903846153846154	0.4967741935483871	0.3230769230769231
TCGA-D3-A51K-06A-01-TS1	0.18181818181818182	0.07692307692307693	0.5294117647058824	0.5172413793103449
TCGA-D3-A51N-06A-01-TSA	0.5039164490861618	0.5019505851755527	0.5502008032128514	0.21428571428571427
TCGA-D3-A51T-06A-01-TS1	0.5488215488215489	0.5080091533180778	0.1349206349206349	0.3146551724137931
TCGA-D3-A5GL-06A-01-TS1	0.9925925925925926	0.45714285714285713	0.23076923076923078	0.5
TCGA-D3-A5GN-06A-01-TS1	0.3862433862433862	0.33146067415730335	0.21052631578947367	0.5366795366795367
TCGA-D3-A5GO-06A-01-TS1	0.29793510324483774	0.512012012012012	0.16974169741697417	0.47058823529411764
TCGA-D3-A5GS-06A-01-TS1	0.5055555555555555	0.34065934065934067	0.5180722891566265	0.5714285714285714
TCGA-D3-A5GT-01A-01-TS1	0.5032938076416338	0.11538461538461539	0.5219364599092284	0.5093525179856115
TCGA-D3-A5GU-06A-01-TS1	0.6153846153846154	0.4	0.9893617021276596	1.0
TCGA-D3-A8GB-06A-01-TSA	0.23076923076923078	0.5470588235294118	0.15384615384615385	0.616
TCGA-D3-A8GC-06A-01-TSA	0.4147465437788018	0.13654618473895583	0.19858156028368795	0.3923444976076555
TCGA-D3-A8GD-06A-01-TSA	0.22105263157894736	0.5025996533795494	0.19863013698630136	0.49921259842519683
TCGA-D3-A8GE-06A-01-TSA	0.5178571428571429	0.5135623869801085	0.511520737327189	1.0
TCGA-D3-A8GJ-06A-01-TS1	0.17796610169491525	0.5224489795918368	0.3125	0.33559322033898303
TCGA-D3-A8GK-06A-01-TS1	0.47183098591549294	0.2011173184357542	0.35398230088495575	0.5337954939341422
TCGA-D3-A8GL-06A-01-TS1	0.4380952380952381	0.13043478260869565	0.29411764705882354	1.0
TCGA-D3-A8GM-06A-01-TSA	0.39805825242718446	0.505524861878453	0.4247787610619469	0.510752688172043
TCGA-D3-A8GN-06A-01-TSA	0.6952789699570815	1.0	0.71	0.5662251655629139
TCGA-D3-A8GO-06A-01-TS1	0.34552845528455284	0.29098360655737704	0.21212121212121213	0.2962962962962963
TCGA-D3-A8GP-06A-01-TSA		0.4344262295081967		0.5638297872340425
TCGA-D3-A8GQ-06A-01-TS1	0.47959183673469385	0.5147478591817317	0.0898876404494382	0.22843822843822845
TCGA-D3-A8GR-06A-01-TSA	0.2	0.5229007633587787	0.6458852867830424	0.5005649717514125
TCGA-D3-A8GS-06A-01-TSA	0.21621621621621623	0.5536028119507909	0.16666666666666666	0.47306791569086654
TCGA-D3-A8GV-06A-01-TSA	0.1625	0.06521739130434782	0.18181818181818182	1.0
TCGA-D9-A148-06A-01-TS1	0.5444191343963554	0.9974683544303797	0.6003616636528029	0.2767527675276753
TCGA-D9-A149-06A-01-TS1	0.6261261261261262	0.4280701754385965	0.4490358126721763	0.54858934169279
TCGA-D9-A1JW-06A-01-TS1	0.4816053511705686	0.9981378026070763	0.27586206896551724	0.176056338028169
TCGA-D9-A1JX-06A-01-TSA	0.4463276836158192	0.505907626208378	0.5063829787234042	0.1125
TCGA-D9-A3Z1-06A-01-TS1	0.991701244813278	0.99812382739212	1.0	0.22340425531914893
TCGA-D9-A3Z3-06A-01-TS1	0.49044585987261147	0.4793814432989691	0.5714285714285714	0.5907928388746803
TCGA-D9-A3Z4-01A-01-TS1	0.2781954887218045	0.22580645161290322	0.4777777777777778	0.9896729776247849
TCGA-D9-A4Z2-01A-01-TS1	0.30357142857142855	0.38461538461538464	0.3111111111111111	1.0
TCGA-D9-A4Z3-01A-01-TS1	0.5404896421845574	0.21559633027522937	0.541871921182266	0.4717948717948718
TCGA-D9-A4Z5-01A-01-TS1	0.36046511627906974	0.11428571428571428	0.515748031496063	0.5454545454545454
TCGA-D9-A6E9-06A-01-TS1	0.4873096446700508	0.9805194805194806	1.0	0.30120481927710846
TCGA-D9-A6EA-06A-01-TS1	0.42857142857142855	0.4024390243902439	0.5	0.525
TCGA-D9-A6EC-06A-01-TS1	0.36318407960199006	0.22580645161290322	0.3488372093023256	0.5066864784546805
TCGA-D9-A6EG-06A-01-TS1	0.18072289156626506	0.25	0.6585662211421628	0.3870601589103292
TCGA-DA-A1HV-06A-02-TSB	0.5568627450980392	1.0	0.2992125984251969	0.553030303030303
TCGA-DA-A1HW-06A-01-TSA	0.38	0.5104510451045104	0.4103852596314908	0.09259259259259259
TCGA-DA-A1HY-06A-01-TSA	0.9969230769230769	1.0	0.5217391304347826	0.379746835443038
TCGA-DA-A1I0-06A-01-TSA	0.3290676416819013	0.21428571428571427	0.419811320754717	0.26495726495726496
TCGA-DA-A1I2-06A-02-TSB	0.5071942446043165	0.32242990654205606	0.47480106100795755	0.6375838926174496
TCGA-DA-A1I5-06A-01-TSA	0.3184713375796178	1.0	0.5257142857142857	0.5625
TCGA-DA-A1I8-06A-01-TSA	0.5316455696202531	0.46938775510204084	0.3291139240506329	0.6410256410256411
TCGA-DA-A1IA-06A-01-TSA	0.16	0.5238095238095238	0.6140350877192983	0.5972222222222222
TCGA-DA-A1IB-06A-01-TSA	0.5068702290076336	0.5127478753541076	0.507183908045977	0.5
TCGA-DA-A1IC-06A-01-TSA	0.9976076555023924	0.42857142857142855	0.3048780487804878	1.0
TCGA-DA-A3F3-06A-01-TSA	0.37410071942446044	0.08974358974358974	0.2033898305084746	0.5336194563662375
TCGA-DA-A3F5-06A-01-TSA	0.34328358208955223	0.540948275862069	0.2641509433962264	0.140625
TCGA-DA-A95V-06A-01-TS1	0.37962962962962965	0.2923076923076923	0.30295566502463056	0.3076923076923077
TCGA-DA-A95W-06A-01-TSA	0.45901639344262296	0.4864864864864865	0.45348837209302323	0.6084070796460177
TCGA-DA-A95X-06A-01-TSA	0.4899598393574297	0.36607142857142855	0.27472527472527475	0.43523316062176165
TCGA-DA-A95Y-06A-01-TSA	0.23809523809523808	0.20522388059701493	0.23543123543123542	0.48337388483373883
TCGA-DA-A95Z-06A-01-TSA	0.5122615803814714	0.47668393782383417	0.40707964601769914	0.9367396593673966
TCGA-DA-A960-01A-01-TSA	0.15789473684210525	0.1625	0.5185185185185185	0.5264900662251656
TCGA-EB-A24C-01A-01-TSA	0.5262116716122651	0.11418685121107267	0.511166253101737	0.5483870967741935
TCGA-EB-A24D-01A-01-TSA	1.0	0.543046357615894	0.9925093632958801	0.7012448132780082
TCGA-EB-A3XB-01A-01-TS1	0.4365079365079365	0.41732283464566927	0.408	0.34831460674157305
TCGA-EB-A3XC-01A-01-TSA	0.3584905660377358	0.2	0.5670731707317073	0.5740740740740741
TCGA-EB-A3XE-01A-01-TSA	1.0	0.5629820051413882	1.0	0.23841059602649006
TCGA-EB-A3XF-01A-03-TSC	0.40384615384615385	0.19375	0.3853658536585366	0.5449438202247191
TCGA-EB-A41A-01A-01-TSA	0.10526315789473684	0.27586206896551724	0.24468085106382978	0.4044665012406948
TCGA-EB-A41B-01A-01-TSA	0.33454545454545453	0.3209169054441261	0.49808429118773945	0.509090909090909
TCGA-EB-A42Y-01A-01-TSA	0.46950092421441775	0.5385964912280702	0.47538200339558573	0.412
TCGA-EB-A431-01A-01-TSA	0.19005847953216373	0.271523178807947	0.27014218009478674	0.5194942044257113
TCGA-EB-A44O-01A-01-TSA	0.16972477064220184	0.32608695652173914	0.3194444444444444	0.5165876777251185
TCGA-EB-A44P-01A-01-TSA	0.410958904109589	0.3282674772036474	0.3462414578587699	0.5268691588785047
TCGA-EB-A44Q-06A-01-TSA	0.5508474576271186	1.0	0.28368794326241137	0.2636363636363636
TCGA-EB-A44R-06A-04-TSD	0.5390946502057613	0.570631970260223	0.5369718309859155	0.6574468085106383
TCGA-EB-A4IS-01A-02-TSB	0.33875598086124403	0.35742444152431013	0.16517857142857142	0.25165562913907286
TCGA-EB-A4OY-01A-01-TSA	0.39037433155080214	0.36220472440944884	0.7072018890200709	0.25892857142857145
TCGA-EB-A4OZ-01A-01-TSA	0.5073649754500819	0.9902200488997555	0.998371335504886	0.37606837606837606
TCGA-EB-A4P0-01A-04-TSD	0.7994505494505495	0.4691358024691358	0.7980456026058632	0.703076923076923
TCGA-EB-A51B-01A-01-TSA	0.552901023890785	0.9886578449905482	0.20689655172413793	0.16666666666666666
TCGA-EB-A550-01A-06-TSF	0.5776173285198556	0.4919786096256685	0.5454545454545454	0.632258064516129
TCGA-EB-A551-01A-02-TSB	0.3333333333333333	0.590778097982709	0.15151515151515152	0.5011037527593819
TCGA-EB-A553-01A-01-TSA	0.5127551020408163	0.11160714285714286	0.5044052863436124	0.41015625
TCGA-EB-A57M-01A-05-TSE	0.5022421524663677	0.3394495412844037	0.4945652173913043	0.40476190476190477
TCGA-EB-A5FP-01A-01-TSA	0.1935483870967742	0.3333333333333333	0.13953488372093023	1.0
TCGA-EB-A5KH-06A-01-TSA	0.1891891891891892	0.30985915492957744	0.3870967741935484	1.0
TCGA-EB-A5SE-01A-01-TSA	0.44931506849315067	0.1829787234042553	0.4582043343653251	0.46033653846153844
TCGA-EB-A5SF-01A-01-TSA	0.46598639455782315	0.11458333333333333	0.5202702702702703	0.3671875
TCGA-EB-A5SG-06A-01-TSA	0.5300462249614792	0.6456456456456456	0.5148809523809523	0.631768953068592
TCGA-EB-A5SH-06A-01-TSA	0.30446194225721784	0.44	0.9382940108892922	0.5148619957537155
TCGA-EB-A5UL-06A-01-TSA	0.453416149068323	0.4567901234567901	0.4857142857142857	0.5373831775700935
TCGA-EB-A5UN-06A-01-TSA	0.5040840140023337	0.43315508021390375	0.44356435643564357	0.2930232558139535
TCGA-EB-A5VU-01A-02-TSB	0.34509803921568627	0.30612244897959184	0.38857142857142857	0.52
TCGA-EB-A5VV-06A-01-TSA	0.2781456953642384	0.43962848297213625	0.2897959183673469	0.25
TCGA-EB-A6L9-06A-01-TSA	0.56	0.9251336898395722	1.0	0.6627906976744186
TCGA-EB-A6QZ-01A-01-TSA	0.4537037037037037	0.38047138047138046	0.3562753036437247	0.310126582278481
TCGA-EB-A82B-01A-01-TSA	0.5015243902439024	0.5099567099567099	0.5441458733205374	0.13636363636363635
TCGA-EB-A82C-01A-01-TSA	0.5095785440613027	0.2826086956521739	0.13513513513513514	0.9977324263038548
TCGA-EB-A85I-01A-01-TSA	0.2962962962962963	0.49375	0.19753086419753085	0.5059288537549407
TCGA-EB-A85J-01A-01-TSA	0.19130434782608696	0.3939393939393939	0.40271493212669685	0.5317919075144508
TCGA-EB-A97M-01A-01-TSA	0.3609467455621302	0.47096774193548385	0.23376623376623376	0.6363636363636364
TCGA-EE-A17X-06A-01-TS1	0.3931297709923664	0.9983471074380166	0.9873817034700315	0.21153846153846154
TCGA-EE-A17Y-06A-01-TS1	0.4703389830508475	0.2777777777777778	0.20430107526881722	0.5038167938931297
TCGA-EE-A17Z-06A-01-TS1	0.10638297872340426	0.30927835051546393	0.21428571428571427	0.4648648648648649
TCGA-EE-A180-06A-01-TSA	0.32	0.2777777777777778	0.2962962962962963	0.5112781954887218
TCGA-EE-A181-06A-01-TSA	0.2669683257918552	0.5073746312684366	0.22325581395348837	0.48031496062992124
TCGA-EE-A182-06A-01-TSA	0.5051813471502591	0.47575057736720555	0.5035460992907801	0.2655367231638418
TCGA-EE-A183-06A-01-TS1	0.37656903765690375	0.4301369863013699	0.5562043795620438	0.516295025728988
TCGA-EE-A184-06A-01-TSA	0.2781065088757396	0.4873096446700508	0.3102189781021898	0.5092165898617511
TCGA-EE-A185-06A-01-TS1	0.2631578947368421	0.4857142857142857	0.42105263157894735	0.9848484848484849
TCGA-EE-A20C-06A-01-TSA	0.15714285714285714	0.16901408450704225	0.08080808080808081	1.0
TCGA-EE-A20F-06A-02-TSB	0.40425531914893614	0.2737430167597765	0.2465753424657534	0.47874720357941836
TCGA-EE-A20H-06A-01-TS1	0.25	0.52	0.3673469387755102	0.43859649122807015
TCGA-EE-A20I-06A-01-TS1	0.3333333333333333	0.22580645161290322	0.5590062111801242	0.5246913580246914
TCGA-EE-A29A-06A-01-TSA	0.5215384615384615	0.34782608695652173	0.34055727554179566	0.5106382978723404
TCGA-EE-A29B-06A-01-TSA		0.5409836065573771	0.5503875968992248	0.630188679245283
TCGA-EE-A29D-06A-01-TS1	0.36363636363636365	0.3212121212121212	0.5230312035661219	0.4837837837837838
TCGA-EE-A29E-06A-01-TSA	0.3617021276595745	0.22058823529411764	0.5111111111111111	1.0
TCGA-EE-A29H-06A-01-TSA	0.7178770949720671	0.7185185185185186	0.9590163934426229	0.416988416988417
TCGA-EE-A29L-06A-01-TSA	0.391304347826087	0.2537313432835821	0.25	0.5124716553287982
TCGA-EE-A29M-06A-01-TS1	0.46745562130177515	0.4585365853658537	0.414985590778098	0.512987012987013
TCGA-EE-A29P-06A-01-TSA	0.5133333333333333	0.4882075471698113	0.30927835051546393	0.45376344086021503
TCGA-EE-A29Q-06A-01-TS1	0.5050847457627119	0.09090909090909091	0.524416135881104	0.4166666666666667
TCGA-EE-A29S-06A-01-TSA	0.5079928952042628	0.26582278481012656	0.5079365079365079	0.5035799522673031
TCGA-EE-A29T-06A-01-TSA	0.4831223628691983	0.5459272097053726	0.5153256704980843	0.20108695652173914
TCGA-EE-A29V-06A-01-TSA	0.5092592592592593	0.5	0.5149501661129569	0.5526315789473685
TCGA-EE-A29X-06A-01-TSA	0.5137795275590551	0.3472222222222222	0.5044929396662388	0.4508670520231214
TCGA-EE-A2A1-06A-01-TSA	0.49783549783549785	0.48711340206185566	0.9719626168224299	0.20512820512820512
TCGA-EE-A2A2-06A-01-TSA	0.1267605633802817	0.22943722943722944	0.1956521739130435	0.5047619047619047
TCGA-EE-A2A5-06A-01-TSA	0.508557457212714	0.24074074074074073	0.4673913043478261	0.5108055009823183
TCGA-EE-A2GC-06A-01-TSA	0.2560553633217993	0.5073375262054507	0.125	0.5145038167938931
TCGA-EE-A2GD-06A-01-TS1	0.524416135881104	0.41025641025641024	0.5319634703196348	0.11538461538461539
TCGA-EE-A2GE-06A-01-TS1	0.4663677130044843	0.5051546391752577	0.46153846153846156	0.38735177865612647
TCGA-EE-A2GH-06A-01-TSA	1.0	1.0	0.7425742574257426	0.2028985507246377
TCGA-EE-A2GI-06A-01-TSA	0.18791946308724833	0.3010204081632653	0.12987012987012986	0.5061728395061729
TCGA-EE-A2GJ-06A-01-TS1	0.40522875816993464	0.3391812865497076	0.4025974025974026	0.9933184855233853
TCGA-EE-A2GK-06A-01-TSA	0.5188953488372093	0.4982738780207135	0.5021682567215958	0.39591836734693875
TCGA-EE-A2GL-06A-01-TSA	0.41721854304635764	0.9519774011299436	0.2866666666666667	0.4867924528301887
TCGA-EE-A2GM-06B-01-TS1	0.46956521739130436	0.1896551724137931	0.4666666666666667	0.3392330383480826
TCGA-EE-A2GS-06A-01-TSA	0.5831485587583148	0.39590443686006827	0.5732984293193717	0.33458646616541354
TCGA-EE-A2GT-06A-01-TSA	0.45714285714285713	0.5028735632183908	0.46304347826086956	0.43416370106761565
TCGA-EE-A2GU-06A-01-TSA	0.3440366972477064	0.3797814207650273	0.36103151862464183	0.30787037037037035
TCGA-EE-A2M5-06A-01-TSA	0.5333333333333333	1.0	0.9917582417582418	0.13043478260869565
TCGA-EE-A2M6-06A-01-TSA	0.628099173553719	0.5424164524421594	0.568904593639576	0.28205128205128205
TCGA-EE-A2M7-06A-01-TSA	0.549645390070922	1.0	0.582010582010582	0.386986301369863
TCGA-EE-A2M8-06A-01-TS1	0.5389221556886228	0.5290858725761773	0.5380116959064327	0.5714285714285714
TCGA-EE-A2MC-06A-01-TSA	1.0	1.0	1.0	0.42857142857142855
TCGA-EE-A2MD-06A-01-TSA	0.43775100401606426	0.5791139240506329	0.4838709677419355	0.5048169556840078
TCGA-EE-A2ME-06A-01-TSA	0.49056603773584906	0.9960435212660732	0.45351473922902497	0.532394366197183
TCGA-EE-A2MF-06A-01-TS1	0.3950617283950617	0.5152129817444219	0.2879581151832461	0.4986376021798365
TCGA-EE-A2MG-06A-01-TSA	1.0	1.0	1.0	0.3
TCGA-EE-A2MH-06A-01-TSA	0.43636363636363634	0.5483870967741935	0.5238095238095238	0.5189873417721519
TCGA-EE-A2ML-06A-01-TSA	0.45098039215686275	0.5643086816720257	0.2896341463414634	0.48255813953488375
TCGA-EE-A2MM-06A-01-TSA	0.4628099173553719	0.2830188679245283	0.3684210526315789	0.9956140350877193
TCGA-EE-A2MN-06A-01-TSA	0.2222222222222222	0.3197278911564626	0.16666666666666666	0.5215686274509804
TCGA-EE-A2MQ-06A-01-TSA	0.48	0.375	0.3269230769230769	0.9918367346938776
TCGA-EE-A2MS-06A-01-TSA	0.4557823129251701	0.2624113475177305	0.49159663865546216	0.5054347826086957
TCGA-EE-A2MU-06A-02-TSB	0.4971751412429379	0.5282051282051282	0.9963898916967509	0.2
TCGA-EE-A3AA-06A-01-TSA	0.28	0.6474820143884892	0.6122448979591837	0.7718446601941747
TCGA-EE-A3AB-06A-01-TS1	0.4696969696969697	0.4741506646971935	0.5692771084337349	0.09714285714285714
TCGA-EE-A3AC-06A-01-TSA	0.4166666666666667	0.21739130434782608	0.11428571428571428	0.9712
TCGA-EE-A3AD-06A-01-TSA	0.2953020134228188	0.1875	0.3114754098360656	0.45871559633027525
TCGA-EE-A3AE-06A-01-TSA	0.25806451612903225	0.5454545454545454	0.5120481927710844	0.2391304347826087
TCGA-EE-A3AF-06A-01-TSA	0.5222551928783383	0.27303754266211605	0.46111111111111114	0.5749440715883669
TCGA-EE-A3AH-06A-01-TS1	0.37735849056603776	0.6296296296296297	0.4756944444444444	0.5820433436532507
TCGA-EE-A3J4-06A-01-TS1	0.1984732824427481	0.08148148148148149	0.21818181818181817	0.5491228070175439
TCGA-EE-A3J5-06A-01-TS1	0.5213270142180095	0.5176470588235295	0.538860103626943	0.8148148148148148
TCGA-EE-A3J7-06A-01-TSA	0.18382352941176472	0.3252032520325203	0.15384615384615385	0.9983136593591906
TCGA-EE-A3J8-06A-01-TSA	0.23529411764705882	0.3364485981308411	0.4107142857142857	0.5177865612648221
TCGA-EE-A3JB-06A-01-TSA	0.5	0.5649072753209701	0.5046335299073293	0.5
TCGA-EE-A3JD-06A-01-TSA	0.5751633986928104	0.6064139941690962	0.40711462450592883	0.3333333333333333
TCGA-EE-A3JE-06A-01-TSA	0.5294117647058824	0.42857142857142855	0.4642857142857143	0.4838709677419355
TCGA-EE-A3JH-06A-01-TSA	0.517175572519084	0.5307557117750439	0.5141065830721003	0.14285714285714285
TCGA-EE-A3JI-06A-01-TS1	0.15384615384615385	0.9557774607703281	0.11764705882352941	0.5309033280507132
TCGA-ER-A194-01A-01-TSA	0.9752212389380531	0.32	1.0	0.9901960784313726
TCGA-ER-A195-06A-01-TSA	0.9783549783549783	0.49491525423728816	0.9848484848484849	0.25
TCGA-ER-A196-01A-01-TSA	0.973741794310722	0.9011627906976745	0.49853372434017595	0.3333333333333333
TCGA-ER-A197-06A-03-TSC	0.6029411764705882	0.5746478873239437	0.604	0.13157894736842105
TCGA-ER-A198-06A-01-TSA	0.4930555555555556	0.5185185185185185	0.5306122448979592	0.43169398907103823
TCGA-ER-A199-06A-01-TSA	0.519916142557652	0.9950576606260296	0.9939024390243902	0.15454545454545454
TCGA-ER-A19B-06A-01-TSA	0.3617021276595745	0.423841059602649	0.14220183486238533	0.388560157790927
TCGA-ER-A19C-06A-01-TSA	0.5310734463276836	0.0963855421686747	0.3399014778325123	0.5382716049382716
TCGA-ER-A19D-06A-01-TSA	0.3198992443324937	0.2564102564102564	0.37150127226463103	0.44171779141104295
TCGA-ER-A19F-06A-01-TSA	0.9927007299270073	0.35664335664335667	0.3881578947368421	0.3221476510067114
TCGA-ER-A19G-06A-01-TSA	0.5112107623318386	0.5146666666666667	0.3837837837837838	0.46774193548387094
TCGA-ER-A19H-06A-01-TSA	0.37333333333333335	0.1782178217821782	0.32786885245901637	1.0
TCGA-ER-A19J-06A-01-TSA	0.5087108013937283	0.5395894428152492	0.4449152542372881	0.37623762376237624
TCGA-ER-A19L-06A-01-TSA	0.7165775401069518	0.30708661417322836	0.4943181818181818	0.5982905982905983
TCGA-ER-A19P-06A-01-TSA	0.6871508379888268	1.0	0.7235294117647059	0.13333333333333333
TCGA-ER-A19Q-06A-01-TSA	0.32748538011695905	0.5261194029850746	0.32748538011695905	0.25925925925925924
TCGA-ER-A19S-06A-01-TSA	0.3503184713375796	0.4330708661417323	0.1891891891891892	0.20202020202020202
TCGA-ER-A19T-01A-01-TSA	0.2833333333333333	0.2857142857142857	0.3076923076923077	0.5053995680345572
TCGA-ER-A1A1-06A-01-TSA	0.22641509433962265	0.4311377245508982	0.42557651991614254	0.2222222222222222
TCGA-ER-A2ND-06A-01-TSA	0.19452054794520549	0.1353211009174312	0.11824324324324324	0.21621621621621623
