pair	counts	frac	slide_submitter_id
T_cells-tumor_purity	27	0.08571428571428572	TCGA-EB-A550-01A-06-TSF
endothelial_cells-tumor_purity	67	0.21003134796238246	TCGA-EB-A550-01A-06-TSF
CAFs-T_cells	7	0.03482587064676617	TCGA-GN-A8LK-06A-01-TS1
CAFs-endothelial_cells	14	0.04713804713804714	TCGA-GN-A8LK-06A-01-TS1
CAFs-tumor_purity	9	0.022670025188916875	TCGA-GN-A8LK-06A-01-TS1
T_cells-endothelial_cells	78	0.19070904645476772	TCGA-GN-A8LK-06A-01-TS1
T_cells-tumor_purity	117	0.25161290322580643	TCGA-GN-A8LK-06A-01-TS1
endothelial_cells-tumor_purity	189	0.3810483870967742	TCGA-GN-A8LK-06A-01-TS1
CAFs-T_cells	454	0.40391459074733094	TCGA-D3-A51H-06A-01-TS1
CAFs-endothelial_cells	650	0.642292490118577	TCGA-D3-A51H-06A-01-TS1
CAFs-tumor_purity	130	0.19145802650957292	TCGA-D3-A51H-06A-01-TS1
T_cells-endothelial_cells	767	0.6781609195402298	TCGA-D3-A51H-06A-01-TS1
T_cells-tumor_purity	6	0.005774783445620789	TCGA-D3-A51H-06A-01-TS1
endothelial_cells-tumor_purity	133	0.13353413654618473	TCGA-D3-A51H-06A-01-TS1
CAFs-T_cells	155	0.3743961352657005	TCGA-W3-A825-06A-01-TS1
CAFs-endothelial_cells	191	0.4170305676855895	TCGA-W3-A825-06A-01-TS1
CAFs-tumor_purity	87	0.11901504787961696	TCGA-W3-A825-06A-01-TS1
T_cells-endothelial_cells	166	0.2902097902097902	TCGA-W3-A825-06A-01-TS1
T_cells-tumor_purity	95	0.11699507389162561	TCGA-W3-A825-06A-01-TS1
endothelial_cells-tumor_purity	252	0.34285714285714286	TCGA-W3-A825-06A-01-TS1
CAFs-T_cells	37	0.1072463768115942	TCGA-EE-A3J7-06A-01-TSA
CAFs-endothelial_cells	27	0.16770186335403728	TCGA-EE-A3J7-06A-01-TSA
CAFs-tumor_purity	108	0.17391304347826086	TCGA-EE-A3J7-06A-01-TSA
T_cells-endothelial_cells	32	0.12030075187969924	TCGA-EE-A3J7-06A-01-TSA
T_cells-tumor_purity	193	0.29876160990712075	TCGA-EE-A3J7-06A-01-TSA
endothelial_cells-tumor_purity	17	0.027070063694267517	TCGA-EE-A3J7-06A-01-TSA
CAFs-T_cells	17	0.0576271186440678	TCGA-D3-A8GL-06A-01-TS1
CAFs-endothelial_cells	15	0.14018691588785046	TCGA-D3-A8GL-06A-01-TS1
CAFs-tumor_purity	85	0.11988716502115655	TCGA-D3-A8GL-06A-01-TS1
T_cells-endothelial_cells	1	0.004484304932735426	TCGA-D3-A8GL-06A-01-TS1
T_cells-tumor_purity	181	0.25314685314685315	TCGA-D3-A8GL-06A-01-TS1
endothelial_cells-tumor_purity	5	0.007132667617689016	TCGA-D3-A8GL-06A-01-TS1
CAFs-T_cells	681	0.75	TCGA-D3-A2J7-06A-01-TS1
CAFs-endothelial_cells	727	0.8033149171270718	TCGA-D3-A2J7-06A-01-TS1
CAFs-tumor_purity	123	0.13681868743047831	TCGA-D3-A2J7-06A-01-TS1
T_cells-endothelial_cells	590	0.6820809248554913	TCGA-D3-A2J7-06A-01-TS1
T_cells-tumor_purity	74	0.0959792477302205	TCGA-D3-A2J7-06A-01-TS1
endothelial_cells-tumor_purity	72	0.08823529411764706	TCGA-D3-A2J7-06A-01-TS1
CAFs-T_cells	116	0.1500646830530401	TCGA-D3-A5GT-01A-01-TS1
CAFs-endothelial_cells	627	0.7906683480453972	TCGA-D3-A5GT-01A-01-TS1
CAFs-tumor_purity	566	0.6373873873873874	TCGA-D3-A5GT-01A-01-TS1
T_cells-endothelial_cells	122	0.18236173393124067	TCGA-D3-A5GT-01A-01-TS1
T_cells-tumor_purity	31	0.03904282115869018	TCGA-D3-A5GT-01A-01-TS1
endothelial_cells-tumor_purity	467	0.5253093363329584	TCGA-D3-A5GT-01A-01-TS1
CAFs-T_cells	168	0.5793103448275863	TCGA-FS-A1ZB-06A-01-TS1
CAFs-endothelial_cells	221	0.8095238095238095	TCGA-FS-A1ZB-06A-01-TS1
CAFs-tumor_purity	20	0.07692307692307693	TCGA-FS-A1ZB-06A-01-TS1
T_cells-endothelial_cells	172	0.6013986013986014	TCGA-FS-A1ZB-06A-01-TS1
T_cells-tumor_purity	2	0.008264462809917356	TCGA-FS-A1ZB-06A-01-TS1
endothelial_cells-tumor_purity	19	0.07279693486590039	TCGA-FS-A1ZB-06A-01-TS1
CAFs-T_cells	93	0.2325	TCGA-EB-A431-01A-01-TSA
CAFs-endothelial_cells	156	0.3929471032745592	TCGA-EB-A431-01A-01-TSA
CAFs-tumor_purity	158	0.13945278022947927	TCGA-EB-A431-01A-01-TSA
T_cells-endothelial_cells	103	0.39768339768339767	TCGA-EB-A431-01A-01-TSA
T_cells-tumor_purity	24	0.022304832713754646	TCGA-EB-A431-01A-01-TSA
endothelial_cells-tumor_purity	42	0.03756708407871199	TCGA-EB-A431-01A-01-TSA
CAFs-T_cells	71	0.35148514851485146	TCGA-EE-A20F-06A-02-TSB
CAFs-endothelial_cells	73	0.437125748502994	TCGA-EE-A20F-06A-02-TSB
CAFs-tumor_purity	16	0.030476190476190476	TCGA-EE-A20F-06A-02-TSB
T_cells-endothelial_cells	88	0.37130801687763715	TCGA-EE-A20F-06A-02-TSB
T_cells-tumor_purity	51	0.08869565217391304	TCGA-EE-A20F-06A-02-TSB
endothelial_cells-tumor_purity	60	0.1125703564727955	TCGA-EE-A20F-06A-02-TSB
CAFs-T_cells	9	0.13043478260869565	TCGA-BF-A9VF-01A-01-TS1
CAFs-endothelial_cells	8	0.12903225806451613	TCGA-BF-A9VF-01A-01-TS1
CAFs-tumor_purity	6	0.02158273381294964	TCGA-BF-A9VF-01A-01-TS1
T_cells-endothelial_cells	21	0.23076923076923078	TCGA-BF-A9VF-01A-01-TS1
T_cells-tumor_purity	15	0.04823151125401929	TCGA-BF-A9VF-01A-01-TS1
endothelial_cells-tumor_purity	22	0.07432432432432433	TCGA-BF-A9VF-01A-01-TS1
CAFs-T_cells	653	0.922316384180791	TCGA-DA-A1IB-06A-01-TSA
CAFs-endothelial_cells	651	0.93	TCGA-DA-A1IB-06A-01-TSA
CAFs-tumor_purity	2	0.0030534351145038168	TCGA-DA-A1IB-06A-01-TSA
T_cells-endothelial_cells	692	0.9746478873239437	TCGA-DA-A1IB-06A-01-TSA
T_cells-tumor_purity	1	0.0014144271570014145	TCGA-DA-A1IB-06A-01-TSA
endothelial_cells-tumor_purity	2	0.0028735632183908046	TCGA-DA-A1IB-06A-01-TSA
CAFs-T_cells	261	0.26632653061224487	TCGA-ER-A3PL-06A-01-TSA
CAFs-endothelial_cells	260	0.5	TCGA-ER-A3PL-06A-01-TSA
CAFs-tumor_purity	151	0.12458745874587458	TCGA-ER-A3PL-06A-01-TSA
T_cells-endothelial_cells	192	0.21029572836801752	TCGA-ER-A3PL-06A-01-TSA
T_cells-tumor_purity	453	0.3668016194331984	TCGA-ER-A3PL-06A-01-TSA
endothelial_cells-tumor_purity	85	0.07443082311733801	TCGA-ER-A3PL-06A-01-TSA
CAFs-T_cells	23	0.11734693877551021	TCGA-EB-A5KH-06A-01-TSA
CAFs-endothelial_cells	65	0.241635687732342	TCGA-EB-A5KH-06A-01-TSA
CAFs-tumor_purity	129	0.19111111111111112	TCGA-EB-A5KH-06A-01-TSA
T_cells-endothelial_cells	38	0.1735159817351598	TCGA-EB-A5KH-06A-01-TSA
T_cells-tumor_purity	53	0.07863501483679525	TCGA-EB-A5KH-06A-01-TSA
endothelial_cells-tumor_purity	171	0.2548435171385991	TCGA-EB-A5KH-06A-01-TSA
CAFs-T_cells	166	0.4896755162241888	TCGA-D9-A6E9-06A-01-TS1
CAFs-endothelial_cells	189	0.47848101265822784	TCGA-D9-A6E9-06A-01-TS1
CAFs-tumor_purity	10	0.037037037037037035	TCGA-D9-A6E9-06A-01-TS1
T_cells-endothelial_cells	259	0.5940366972477065	TCGA-D9-A6E9-06A-01-TS1
T_cells-tumor_purity	5	0.012953367875647668	TCGA-D9-A6E9-06A-01-TS1
endothelial_cells-tumor_purity	77	0.19592875318066158	TCGA-D9-A6E9-06A-01-TS1
CAFs-T_cells	36	0.06315789473684211	TCGA-D3-A8GS-06A-01-TSA
CAFs-endothelial_cells	11	0.1375	TCGA-D3-A8GS-06A-01-TSA
CAFs-tumor_purity	6	0.013100436681222707	TCGA-D3-A8GS-06A-01-TSA
T_cells-endothelial_cells	45	0.07785467128027682	TCGA-D3-A8GS-06A-01-TSA
T_cells-tumor_purity	336	0.509090909090909	TCGA-D3-A8GS-06A-01-TSA
endothelial_cells-tumor_purity	27	0.05947136563876652	TCGA-D3-A8GS-06A-01-TSA
CAFs-T_cells	135	0.4787234042553192	TCGA-ER-A19F-06A-01-TSA
CAFs-endothelial_cells	148	0.5323741007194245	TCGA-ER-A19F-06A-01-TSA
CAFs-tumor_purity	102	0.3177570093457944	TCGA-ER-A19F-06A-01-TSA
T_cells-endothelial_cells	106	0.5608465608465608	TCGA-ER-A19F-06A-01-TSA
T_cells-tumor_purity	8	0.028169014084507043	TCGA-ER-A19F-06A-01-TSA
endothelial_cells-tumor_purity	15	0.05244755244755245	TCGA-ER-A19F-06A-01-TSA
CAFs-T_cells	84	0.35	TCGA-EB-A97M-01A-01-TSA
CAFs-endothelial_cells	59	0.3155080213903743	TCGA-EB-A97M-01A-01-TSA
CAFs-tumor_purity	60	0.1477832512315271	TCGA-EB-A97M-01A-01-TSA
T_cells-endothelial_cells	47	0.25405405405405407	TCGA-EB-A97M-01A-01-TSA
T_cells-tumor_purity	32	0.0761904761904762	TCGA-EB-A97M-01A-01-TSA
endothelial_cells-tumor_purity	23	0.06552706552706553	TCGA-EB-A97M-01A-01-TSA
CAFs-T_cells	216	0.4645161290322581	TCGA-GN-A9SD-06A-01-TSA
CAFs-endothelial_cells	215	0.5779569892473119	TCGA-GN-A9SD-06A-01-TSA
CAFs-tumor_purity	108	0.22406639004149378	TCGA-GN-A9SD-06A-01-TSA
T_cells-endothelial_cells	121	0.28074245939675174	TCGA-GN-A9SD-06A-01-TSA
T_cells-tumor_purity	73	0.15145228215767634	TCGA-GN-A9SD-06A-01-TSA
endothelial_cells-tumor_purity	69	0.1760204081632653	TCGA-GN-A9SD-06A-01-TSA
CAFs-T_cells	26	0.15294117647058825	TCGA-D3-A8GB-06A-01-TSA
CAFs-endothelial_cells	10	0.3448275862068966	TCGA-D3-A8GB-06A-01-TSA
CAFs-tumor_purity	0	0.0	TCGA-D3-A8GB-06A-01-TSA
T_cells-endothelial_cells	13	0.07647058823529412	TCGA-D3-A8GB-06A-01-TSA
T_cells-tumor_purity	68	0.29955947136563876	TCGA-D3-A8GB-06A-01-TSA
endothelial_cells-tumor_purity	0	0.0	TCGA-D3-A8GB-06A-01-TSA
CAFs-T_cells	11	0.08527131782945736	TCGA-GN-A262-06A-01-TSA
CAFs-endothelial_cells	11	0.16666666666666666	TCGA-GN-A262-06A-01-TSA
CAFs-tumor_purity	4	0.019417475728155338	TCGA-GN-A262-06A-01-TSA
T_cells-endothelial_cells	33	0.21710526315789475	TCGA-GN-A262-06A-01-TSA
T_cells-tumor_purity	68	0.272	TCGA-GN-A262-06A-01-TSA
endothelial_cells-tumor_purity	41	0.19158878504672897	TCGA-GN-A262-06A-01-TSA
CAFs-T_cells	50	0.20080321285140562	TCGA-D3-A1Q1-06A-02-TSB
CAFs-endothelial_cells	66	0.41509433962264153	TCGA-D3-A1Q1-06A-02-TSB
CAFs-tumor_purity	18	0.05	TCGA-D3-A1Q1-06A-02-TSB
T_cells-endothelial_cells	106	0.38686131386861317	TCGA-D3-A1Q1-06A-02-TSB
T_cells-tumor_purity	137	0.34595959595959597	TCGA-D3-A1Q1-06A-02-TSB
endothelial_cells-tumor_purity	68	0.17391304347826086	TCGA-D3-A1Q1-06A-02-TSB
CAFs-T_cells	50	0.2336448598130841	TCGA-EB-A3XF-01A-03-TSC
CAFs-endothelial_cells	91	0.41743119266055045	TCGA-EB-A3XF-01A-03-TSC
CAFs-tumor_purity	17	0.03837471783295711	TCGA-EB-A3XF-01A-03-TSC
T_cells-endothelial_cells	95	0.35185185185185186	TCGA-EB-A3XF-01A-03-TSC
T_cells-tumor_purity	62	0.13656387665198239	TCGA-EB-A3XF-01A-03-TSC
endothelial_cells-tumor_purity	69	0.1402439024390244	TCGA-EB-A3XF-01A-03-TSC
CAFs-T_cells	331	0.5108024691358025	TCGA-EE-A2ML-06A-01-TSA
CAFs-endothelial_cells	243	0.5497737556561086	TCGA-EE-A2ML-06A-01-TSA
CAFs-tumor_purity	99	0.1644518272425249	TCGA-EE-A2ML-06A-01-TSA
T_cells-endothelial_cells	315	0.49606299212598426	TCGA-EE-A2ML-06A-01-TSA
T_cells-tumor_purity	235	0.32147742818057456	TCGA-EE-A2ML-06A-01-TSA
endothelial_cells-tumor_purity	56	0.09090909090909091	TCGA-EE-A2ML-06A-01-TSA
CAFs-T_cells	94	0.3051948051948052	TCGA-ER-A42L-06A-01-TSA
CAFs-endothelial_cells	104	0.3561643835616438	TCGA-ER-A42L-06A-01-TSA
CAFs-tumor_purity	11	0.031073446327683617	TCGA-ER-A42L-06A-01-TSA
T_cells-endothelial_cells	198	0.515625	TCGA-ER-A42L-06A-01-TSA
T_cells-tumor_purity	77	0.16244725738396623	TCGA-ER-A42L-06A-01-TSA
endothelial_cells-tumor_purity	102	0.23024830699774265	TCGA-ER-A42L-06A-01-TSA
CAFs-T_cells	415	0.7815442561205274	TCGA-EE-A2GH-06A-01-TSA
CAFs-endothelial_cells	292	0.6212765957446809	TCGA-EE-A2GH-06A-01-TSA
CAFs-tumor_purity	65	0.12218045112781954	TCGA-EE-A2GH-06A-01-TSA
T_cells-endothelial_cells	283	0.5581854043392505	TCGA-EE-A2GH-06A-01-TSA
T_cells-tumor_purity	83	0.15313653136531366	TCGA-EE-A2GH-06A-01-TSA
endothelial_cells-tumor_purity	19	0.045023696682464455	TCGA-EE-A2GH-06A-01-TSA
CAFs-T_cells	259	0.7573099415204678	TCGA-YD-A9TA-06A-01-TS1
CAFs-endothelial_cells	197	0.6099071207430341	TCGA-YD-A9TA-06A-01-TS1
CAFs-tumor_purity	44	0.1301775147928994	TCGA-YD-A9TA-06A-01-TS1
T_cells-endothelial_cells	183	0.5319767441860465	TCGA-YD-A9TA-06A-01-TS1
T_cells-tumor_purity	47	0.13742690058479531	TCGA-YD-A9TA-06A-01-TS1
endothelial_cells-tumor_purity	53	0.20784313725490197	TCGA-YD-A9TA-06A-01-TS1
CAFs-T_cells	414	0.6097201767304861	TCGA-EE-A3JH-06A-01-TSA
CAFs-endothelial_cells	505	0.7686453576864536	TCGA-EE-A3JH-06A-01-TSA
CAFs-tumor_purity	81	0.1296	TCGA-EE-A3JH-06A-01-TSA
T_cells-endothelial_cells	524	0.767203513909224	TCGA-EE-A3JH-06A-01-TSA
T_cells-tumor_purity	94	0.1430745814307458	TCGA-EE-A3JH-06A-01-TSA
endothelial_cells-tumor_purity	136	0.19883040935672514	TCGA-EE-A3JH-06A-01-TSA
CAFs-T_cells	32	0.17297297297297298	TCGA-DA-A3F3-06A-01-TSA
CAFs-endothelial_cells	110	0.41509433962264153	TCGA-DA-A3F3-06A-01-TSA
CAFs-tumor_purity	49	0.062103929024081114	TCGA-DA-A3F3-06A-01-TSA
T_cells-endothelial_cells	33	0.11743772241992882	TCGA-DA-A3F3-06A-01-TSA
T_cells-tumor_purity	41	0.05570652173913043	TCGA-DA-A3F3-06A-01-TSA
endothelial_cells-tumor_purity	158	0.20334620334620335	TCGA-DA-A3F3-06A-01-TSA
CAFs-T_cells	9	0.07086614173228346	TCGA-BF-A3DM-01A-01-TSA
CAFs-endothelial_cells	49	0.24623115577889448	TCGA-BF-A3DM-01A-01-TSA
CAFs-tumor_purity	64	0.24150943396226415	TCGA-BF-A3DM-01A-01-TSA
T_cells-endothelial_cells	60	0.3225806451612903	TCGA-BF-A3DM-01A-01-TSA
T_cells-tumor_purity	52	0.1890909090909091	TCGA-BF-A3DM-01A-01-TSA
endothelial_cells-tumor_purity	155	0.545774647887324	TCGA-BF-A3DM-01A-01-TSA
CAFs-T_cells	28	0.11244979919678715	TCGA-FS-A4FB-06A-01-TS1
CAFs-endothelial_cells	76	0.35023041474654376	TCGA-FS-A4FB-06A-01-TS1
CAFs-tumor_purity	187	0.3016129032258065	TCGA-FS-A4FB-06A-01-TS1
T_cells-endothelial_cells	19	0.14728682170542637	TCGA-FS-A4FB-06A-01-TS1
T_cells-tumor_purity	38	0.060897435897435896	TCGA-FS-A4FB-06A-01-TS1
endothelial_cells-tumor_purity	63	0.1024390243902439	TCGA-FS-A4FB-06A-01-TS1
CAFs-T_cells	75	0.13227513227513227	TCGA-EE-A29S-06A-01-TSA
CAFs-endothelial_cells	557	0.9720767888307156	TCGA-EE-A29S-06A-01-TSA
CAFs-tumor_purity	406	0.7048611111111112	TCGA-EE-A29S-06A-01-TSA
T_cells-endothelial_cells	78	0.13732394366197184	TCGA-EE-A29S-06A-01-TSA
T_cells-tumor_purity	12	0.024691358024691357	TCGA-EE-A29S-06A-01-TSA
endothelial_cells-tumor_purity	410	0.7118055555555556	TCGA-EE-A29S-06A-01-TSA
CAFs-T_cells	374	0.5396825396825397	TCGA-EB-A3XE-01A-01-TSA
CAFs-endothelial_cells	656	0.9411764705882353	TCGA-EB-A3XE-01A-01-TSA
CAFs-tumor_purity	137	0.19797687861271676	TCGA-EB-A3XE-01A-01-TSA
T_cells-endothelial_cells	371	0.5353535353535354	TCGA-EB-A3XE-01A-01-TSA
T_cells-tumor_purity	31	0.060903732809430254	TCGA-EB-A3XE-01A-01-TSA
endothelial_cells-tumor_purity	146	0.21470588235294116	TCGA-EB-A3XE-01A-01-TSA
CAFs-T_cells	7	0.03111111111111111	TCGA-BF-AAP6-01A-01-TS1
CAFs-endothelial_cells	33	0.16923076923076924	TCGA-BF-AAP6-01A-01-TS1
CAFs-tumor_purity	166	0.2128205128205128	TCGA-BF-AAP6-01A-01-TS1
T_cells-endothelial_cells	1	0.013333333333333334	TCGA-BF-AAP6-01A-01-TS1
T_cells-tumor_purity	31	0.04062909567496723	TCGA-BF-AAP6-01A-01-TS1
endothelial_cells-tumor_purity	25	0.032679738562091505	TCGA-BF-AAP6-01A-01-TS1
CAFs-T_cells	431	0.4434156378600823	TCGA-EE-A3AB-06A-01-TS1
CAFs-endothelial_cells	571	0.6971916971916972	TCGA-EE-A3AB-06A-01-TS1
CAFs-tumor_purity	28	0.032073310423825885	TCGA-EE-A3AB-06A-01-TS1
T_cells-endothelial_cells	391	0.41157894736842104	TCGA-EE-A3AB-06A-01-TS1
T_cells-tumor_purity	47	0.058385093167701865	TCGA-EE-A3AB-06A-01-TS1
endothelial_cells-tumor_purity	22	0.02692778457772338	TCGA-EE-A3AB-06A-01-TS1
CAFs-T_cells	223	0.735973597359736	TCGA-ER-A195-06A-01-TSA
CAFs-endothelial_cells	222	0.8131868131868132	TCGA-ER-A195-06A-01-TSA
CAFs-tumor_purity	3	0.011538461538461539	TCGA-ER-A195-06A-01-TSA
T_cells-endothelial_cells	250	0.8090614886731392	TCGA-ER-A195-06A-01-TSA
T_cells-tumor_purity	12	0.0380952380952381	TCGA-ER-A195-06A-01-TSA
endothelial_cells-tumor_purity	12	0.04225352112676056	TCGA-ER-A195-06A-01-TSA
CAFs-T_cells	645	0.3549807374793616	TCGA-EB-A5UN-06A-01-TSA
CAFs-endothelial_cells	997	0.5773016792125072	TCGA-EB-A5UN-06A-01-TSA
CAFs-tumor_purity	377	0.21335597057159025	TCGA-EB-A5UN-06A-01-TSA
T_cells-endothelial_cells	385	0.28040786598689005	TCGA-EB-A5UN-06A-01-TSA
T_cells-tumor_purity	48	0.04247787610619469	TCGA-EB-A5UN-06A-01-TSA
endothelial_cells-tumor_purity	169	0.13296616837136113	TCGA-EB-A5UN-06A-01-TSA
CAFs-T_cells	219	0.6366279069767442	TCGA-WE-AAA4-06A-01-TS1
CAFs-endothelial_cells	226	0.6058981233243967	TCGA-WE-AAA4-06A-01-TS1
CAFs-tumor_purity	24	0.07453416149068323	TCGA-WE-AAA4-06A-01-TS1
T_cells-endothelial_cells	302	0.7905759162303665	TCGA-WE-AAA4-06A-01-TS1
T_cells-tumor_purity	49	0.12827225130890052	TCGA-WE-AAA4-06A-01-TS1
endothelial_cells-tumor_purity	91	0.24202127659574468	TCGA-WE-AAA4-06A-01-TS1
CAFs-T_cells	47	0.1843137254901961	TCGA-DA-A1IA-06A-01-TSA
CAFs-endothelial_cells	47	0.20346320346320346	TCGA-DA-A1IA-06A-01-TSA
CAFs-tumor_purity	1	0.0051813471502590676	TCGA-DA-A1IA-06A-01-TSA
T_cells-endothelial_cells	160	0.5	TCGA-DA-A1IA-06A-01-TSA
T_cells-tumor_purity	35	0.09695290858725762	TCGA-DA-A1IA-06A-01-TSA
endothelial_cells-tumor_purity	39	0.11711711711711711	TCGA-DA-A1IA-06A-01-TSA
CAFs-T_cells	274	0.26705653021442494	TCGA-EB-A24C-01A-01-TSA
CAFs-endothelial_cells	750	0.7029053420805998	TCGA-EB-A24C-01A-01-TSA
CAFs-tumor_purity	558	0.47855917667238423	TCGA-EB-A24C-01A-01-TSA
T_cells-endothelial_cells	257	0.30668257756563244	TCGA-EB-A24C-01A-01-TSA
T_cells-tumor_purity	25	0.0255885363357216	TCGA-EB-A24C-01A-01-TSA
endothelial_cells-tumor_purity	393	0.34902309058614567	TCGA-EB-A24C-01A-01-TSA
CAFs-T_cells	144	0.47840531561461797	TCGA-BF-A5EO-01A-01-TS1
CAFs-endothelial_cells	168	0.6387832699619772	TCGA-BF-A5EO-01A-01-TS1
CAFs-tumor_purity	37	0.1289198606271777	TCGA-BF-A5EO-01A-01-TS1
T_cells-endothelial_cells	136	0.4503311258278146	TCGA-BF-A5EO-01A-01-TS1
T_cells-tumor_purity	38	0.1296928327645051	TCGA-BF-A5EO-01A-01-TS1
endothelial_cells-tumor_purity	56	0.21455938697318008	TCGA-BF-A5EO-01A-01-TS1
CAFs-T_cells	244	0.37538461538461537	TCGA-DA-A1HV-06A-02-TSB
CAFs-endothelial_cells	158	0.45014245014245013	TCGA-DA-A1HV-06A-02-TSB
CAFs-tumor_purity	32	0.06570841889117043	TCGA-DA-A1HV-06A-02-TSB
T_cells-endothelial_cells	235	0.35714285714285715	TCGA-DA-A1HV-06A-02-TSB
T_cells-tumor_purity	187	0.2611731843575419	TCGA-DA-A1HV-06A-02-TSB
endothelial_cells-tumor_purity	40	0.08368200836820083	TCGA-DA-A1HV-06A-02-TSB
CAFs-T_cells	415	0.3871268656716418	TCGA-D3-A2J6-06A-01-TSA
CAFs-endothelial_cells	747	0.6346644010195412	TCGA-D3-A2J6-06A-01-TSA
CAFs-tumor_purity	68	0.060123784261715295	TCGA-D3-A2J6-06A-01-TSA
T_cells-endothelial_cells	562	0.45506072874493925	TCGA-D3-A2J6-06A-01-TSA
T_cells-tumor_purity	61	0.06033630069238378	TCGA-D3-A2J6-06A-01-TSA
endothelial_cells-tumor_purity	194	0.14752851711026616	TCGA-D3-A2J6-06A-01-TSA
CAFs-T_cells	73	0.32882882882882886	TCGA-WE-A8K1-06A-02-TSB
CAFs-endothelial_cells	45	0.3358208955223881	TCGA-WE-A8K1-06A-02-TSB
CAFs-tumor_purity	21	0.06542056074766354	TCGA-WE-A8K1-06A-02-TSB
T_cells-endothelial_cells	56	0.28865979381443296	TCGA-WE-A8K1-06A-02-TSB
T_cells-tumor_purity	35	0.09259259259259259	TCGA-WE-A8K1-06A-02-TSB
endothelial_cells-tumor_purity	8	0.02768166089965398	TCGA-WE-A8K1-06A-02-TSB
CAFs-T_cells	183	0.44096385542168676	TCGA-ER-A19G-06A-01-TSA
CAFs-endothelial_cells	141	0.5280898876404494	TCGA-ER-A19G-06A-01-TSA
CAFs-tumor_purity	25	0.05605381165919283	TCGA-ER-A19G-06A-01-TSA
T_cells-endothelial_cells	158	0.39303482587064675	TCGA-ER-A19G-06A-01-TSA
T_cells-tumor_purity	75	0.13686131386861314	TCGA-ER-A19G-06A-01-TSA
endothelial_cells-tumor_purity	17	0.040865384615384616	TCGA-ER-A19G-06A-01-TSA
CAFs-T_cells	380	0.4791929382093317	TCGA-FR-A7UA-06A-03-TS3
CAFs-endothelial_cells	328	0.6200378071833649	TCGA-FR-A7UA-06A-03-TS3
CAFs-tumor_purity	8	0.018475750577367205	TCGA-FR-A7UA-06A-03-TS3
T_cells-endothelial_cells	474	0.5969773299748111	TCGA-FR-A7UA-06A-03-TS3
T_cells-tumor_purity	56	0.07035175879396985	TCGA-FR-A7UA-06A-03-TS3
endothelial_cells-tumor_purity	22	0.042801556420233464	TCGA-FR-A7UA-06A-03-TS3
CAFs-T_cells	314	0.4604105571847507	TCGA-D3-A2JP-06A-01-TSA
CAFs-endothelial_cells	259	0.6658097686375322	TCGA-D3-A2JP-06A-01-TSA
CAFs-tumor_purity	58	0.0928	TCGA-D3-A2JP-06A-01-TSA
T_cells-endothelial_cells	308	0.45161290322580644	TCGA-D3-A2JP-06A-01-TSA
T_cells-tumor_purity	271	0.3594164456233422	TCGA-D3-A2JP-06A-01-TSA
endothelial_cells-tumor_purity	65	0.10620915032679738	TCGA-D3-A2JP-06A-01-TSA
CAFs-T_cells	2	0.0273972602739726	TCGA-Z2-AA3S-06A-01-TSA
CAFs-endothelial_cells	0	0.0	TCGA-Z2-AA3S-06A-01-TSA
CAFs-tumor_purity	3	0.0038461538461538464	TCGA-Z2-AA3S-06A-01-TSA
T_cells-endothelial_cells	0	0.0	TCGA-Z2-AA3S-06A-01-TSA
T_cells-tumor_purity	14	0.01674641148325359	TCGA-Z2-AA3S-06A-01-TSA
endothelial_cells-tumor_purity	1	0.001282051282051282	TCGA-Z2-AA3S-06A-01-TSA
CAFs-T_cells	40	0.10204081632653061	TCGA-RP-A695-06A-01-TS1
CAFs-endothelial_cells	83	0.16700201207243462	TCGA-RP-A695-06A-01-TS1
CAFs-tumor_purity	16	0.022922636103151862	TCGA-RP-A695-06A-01-TS1
T_cells-endothelial_cells	185	0.2833078101071976	TCGA-RP-A695-06A-01-TS1
T_cells-tumor_purity	197	0.2541935483870968	TCGA-RP-A695-06A-01-TS1
endothelial_cells-tumor_purity	319	0.3982521847690387	TCGA-RP-A695-06A-01-TS1
CAFs-T_cells	7	0.03365384615384615	TCGA-WE-A8ZO-06A-01-TS1
CAFs-endothelial_cells	6	0.10714285714285714	TCGA-WE-A8ZO-06A-01-TS1
CAFs-tumor_purity	1	0.0035714285714285713	TCGA-WE-A8ZO-06A-01-TS1
T_cells-endothelial_cells	32	0.13973799126637554	TCGA-WE-A8ZO-06A-01-TS1
T_cells-tumor_purity	134	0.3872832369942196	TCGA-WE-A8ZO-06A-01-TS1
endothelial_cells-tumor_purity	33	0.11224489795918367	TCGA-WE-A8ZO-06A-01-TS1
CAFs-T_cells	192	0.2601626016260163	TCGA-D3-A8GM-06A-01-TSA
CAFs-endothelial_cells	154	0.3938618925831202	TCGA-D3-A8GM-06A-01-TSA
CAFs-tumor_purity	41	0.056708160442600276	TCGA-D3-A8GM-06A-01-TSA
T_cells-endothelial_cells	307	0.4060846560846561	TCGA-D3-A8GM-06A-01-TSA
T_cells-tumor_purity	459	0.5577156743620899	TCGA-D3-A8GM-06A-01-TSA
endothelial_cells-tumor_purity	146	0.19440745672436752	TCGA-D3-A8GM-06A-01-TSA
CAFs-T_cells	175	0.4985754985754986	TCGA-D3-A3MV-06A-01-TSA
CAFs-endothelial_cells	272	0.7771428571428571	TCGA-D3-A3MV-06A-01-TSA
